mode,scenario,variant,round,iterations,total_ns,ns_per_iteration,events
bytes_tokio,small_data_4b_chunks,step1,11,1,11972152,11972152,100000
bytes_tokio,small_data_4b_chunks,core,12,1,10174842,10174842,100000
bytes_tokio,small_data_4b_chunks,step1,12,1,12014694,12014694,100000
bytes_tokio,small_data_4b_chunks,baseline,12,1,11936148,11936148,100000
bytes_tokio,small_data_4b_chunks,step1,13,1,12113930,12113930,100000
bytes_tokio,small_data_4b_chunks,baseline,13,1,13357277,13357277,100000
bytes_tokio,small_data_4b_chunks,core,13,1,12277204,12277204,100000
bytes_tokio,small_data_4b_chunks,core,14,1,11862524,11862524,100000
bytes_tokio,small_data_4b_chunks,step1,14,1,13654324,13654324,100000
bytes_tokio,small_data_4b_chunks,baseline,14,1,13969928,13969928,100000
bytes_tokio,small_data_4b_chunks,core,15,1,12536073,12536073,100000
bytes_tokio,small_data_4b_chunks,baseline,15,1,13737827,13737827,100000
bytes_tokio,small_data_4b_chunks,step1,15,1,13064566,13064566,100000
bytes_tokio,small_data_4b_chunks,core,16,1,10460869,10460869,100000
bytes_tokio,small_data_4b_chunks,step1,16,1,12100842,12100842,100000
bytes_tokio,small_data_4b_chunks,baseline,16,1,12478518,12478518,100000
bytes_tokio,small_data_4b_chunks,core,17,1,10319190,10319190,100000
bytes_tokio,small_data_4b_chunks,step1,17,1,12201785,12201785,100000
bytes_tokio,small_data_4b_chunks,baseline,17,1,12030468,12030468,100000
bytes_tokio,small_data_4b_chunks,baseline,18,1,11952811,11952811,100000
bytes_tokio,small_data_4b_chunks,step1,18,1,14120413,14120413,100000
bytes_tokio,small_data_4b_chunks,core,18,1,10901505,10901505,100000
bytes_tokio,small_data_4b_chunks,core,19,1,10297628,10297628,100000
bytes_tokio,small_data_4b_chunks,baseline,19,1,11946957,11946957,100000
bytes_tokio,small_data_4b_chunks,step1,19,1,12014604,12014604,100000
bytes_tokio,small_data_4b_chunks,core,20,1,10230641,10230641,100000
bytes_tokio,small_data_4b_chunks,baseline,20,1,11987778,11987778,100000
bytes_tokio,small_data_4b_chunks,step1,20,1,12009016,12009016,100000
bytes_tokio,small_data_4b_chunks,step1,21,1,12014100,12014100,100000
bytes_tokio,small_data_4b_chunks,core,21,1,10208121,10208121,100000
bytes_tokio,small_data_4b_chunks,baseline,21,1,12001669,12001669,100000
bytes_tokio,small_data_4b_chunks,core,22,1,10219807,10219807,100000
bytes_tokio,small_data_4b_chunks,step1,22,1,12008056,12008056,100000
bytes_tokio,small_data_4b_chunks,baseline,22,1,11912434,11912434,100000
bytes_tokio,small_data_4b_chunks,core,23,1,10227640,10227640,100000
bytes_tokio,small_data_4b_chunks,baseline,23,1,11914790,11914790,100000
bytes_tokio,small_data_4b_chunks,step1,23,1,11978107,11978107,100000
bytes_tokio,small_data_4b_chunks,core,24,1,10158444,10158444,100000
bytes_tokio,small_data_4b_chunks,baseline,24,1,11895161,11895161,100000
bytes_tokio,small_data_4b_chunks,step1,24,1,11990263,11990263,100000
bytes_tokio,small_data_4b_chunks,step1,25,1,12005492,12005492,100000
bytes_tokio,small_data_4b_chunks,baseline,25,1,11986184,11986184,100000
bytes_tokio,small_data_4b_chunks,core,25,1,10230470,10230470,100000
bytes_tokio,small_data_4b_chunks,core,26,1,10247394,10247394,100000
bytes_tokio,small_data_4b_chunks,baseline,26,1,12009755,12009755,100000
bytes_tokio,small_data_4b_chunks,step1,26,1,12012972,12012972,100000
bytes_tokio,small_data_4b_chunks,step1,27,1,12003729,12003729,100000
bytes_tokio,small_data_4b_chunks,core,27,1,10278762,10278762,100000
bytes_tokio,small_data_4b_chunks,baseline,27,1,11930398,11930398,100000
